"Course Number","Course Title","Course Catalog Code","Print on Schedule (Y/N)","Section Number","Section Title","Session Code","Year","Section Status","Section Begin Date","Section End Date","Section Credit Hours","Maximum Registration"
"CSCI151  PO","Artificial Intelligence","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"CSCI152  HM","Neural Networks","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,25
"CSCI181A PO","Seminar on Information Security","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"CSCI181C HM","Computer Science Seminar: Domain Specific Languages","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,20
"CSCI181D HM","Computer Science Seminar: Complexity Theory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-10-19,1.5,24
"CSCI181E HM","Computer Science Seminar: Fundamentals/ParallelProgramming","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-10-19,1.5,30
"CSCI181E PO","Seminar on Big Software","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"CSCI181F PO","Seminar on Big Software","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"CSCI183  HM","Computer Science Clinic I","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,66
"CSCI185  HM","Computer Science Research I","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,2,99
"CSCI185  HM","Computer Science Research I","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,3,99
"CSCI189  HM","Programming Practicum","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,50
"CSCI190  PO","Computer Science Senior Seminar","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,9
"CSCI190  PO","Computer Science Senior Seminar","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0.5,9
"CSCI191  HM","Computer Science Project I","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,2,99
"CSCI191  HM","Computer Science Project I","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,3,99
"CSCI191  PO","Sr Research/Thesis Computer Sci","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"CSCI191  PO","Sr Research/Thesis Computer Sci","UG12","Y","08","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"CSCI191  PO","Sr Research/Thesis Computer Sci","UG12","Y","12","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"CSCI192  PO","Senior Project","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"CSCI192  PO","Senior Project","UG12","Y","08","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"CSCI192  PO","Senior Project","UG12","Y","12","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"CSCI195  HM","Computer Science Colloquium","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,99
"CSCI197  HM","Adv Problems in Computer Science","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,99
"CSCI197  HM","Adv Problems in Computer Science","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,2,99
"CSMT183  HM","Computer Science-Math Clinic","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,66
"DANC010  PO","Beginning Modern Dance","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"DANC012  PO","Beginning Ballet I","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,18
"DANC012 PPO","Beginning Ballet I","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,18
"DANC050  PO","Intermediate Modern Dance","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,20
"DANC050 PPO","Intermediate Modern Dance","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,20
"DANC051  PO","Intermediate Ballet Technique","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,20
"DANC051 PPO","Intermediate Ballet Technique","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,20
"DANC068  SC","Beginning Dance","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"DANC076A SC","Modern Dance I","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,10
"DANC076B SC","Modern Dance I","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,10
"DANC077A SC","Modern Dance II","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,10
"DANC077B SC","Modern Dance II","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,10
"DANC078A SC","Ballet I","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,10
"DANC078B SC","Ballet I","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,10
"DANC081A SC","Intro to Jazz Dance","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,10
"DANC081B SC","Intro to Jazz Dance","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,10
"DANC100B SC","Modern Dance III","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,10
"DANC101  SC","History of Dance Western Culture","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"DANC103  SC","Laban Movement Analysis","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"DANC110A SC","Ballet II","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,10
"DANC110B SC","Ballet II","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,10
"DANC111B SC","Modern Dance IV","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,10
"DANC112A SC","Jazz Dance","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,3
"DANC112B SC","Jazz Dance","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,12
"DANC119  PO","Modern Technique & Theory III","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"DANC120  PO","Modern Dance Technique III","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,20
"DANC120 PPO","Modern Dance Technique III","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,20
"DANC121  PO","Modern Technique & Theory IV","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"DANC122  PO","Modern Dance Technique IV","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,20
"DANC122 PPO","Modern Dance Technique IV","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,20
"DANC123  PO","Adv Ballet Technique & Theory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"DANC124  PO","Advanced Ballet Technique","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,20
"DANC124 PPO","Advanced Ballet Technique","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,20
"DANC135  PO","Traditions of World Dance","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"DANC140  PO","Composition 1: Movement Explortn","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"DANC150A PO","Flamenco/Folklorico/Latin Rhythm","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"DANC150B PO","Dancing in the Balkans","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"DANC150BHPO","Dancing in the Balkans","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"DANC150BPPO","Dancing in the Balkans","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,15
"DANC150C PO","Music & Dance of Bali","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"DANC151  PO","African Aesthetics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,20
"DANC151 PPO","African Aesthetics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,20
"DANC152  PO","Hip-Hop Dance","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,20
"DANC152 PPO","Hip-Hop Dance","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,20
"DANC153  PO","Beginning/Interm Jazz Technique","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,20
"DANC153 PPO","Beginning/Interm Jazz Technique","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,20
"DANC159  SC","Dance Composition I","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"DANC160  PO","Anatomy and Kinesiology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"DANC160  SC","Dance Composition II","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,8
"DANC162A SC","Repertory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,8
"DANC162B SC","Repertory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,8
"DANC166  PO","Somatic Movement Techniques","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,1
"DANC175  PO","Alexander Technique in Motion","UG12","Y","01","Alexander Tech Motn: Group Class","FA",2012,"O",2012-09-04,2012-12-21,1,5
"DANC176  PO","Alexander Technique in Motion","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,5
"DANC176 PPO","Alexander Technique in Motion","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,5
"DANC180  PO","Dance Repertory","UG12","Y","01","Repertory - 2 Pieces","FA",2012,"O",2012-09-04,2012-12-21,1,50
"DANC180 PPO","Dance Repertory","UG12","Y","01","Repertory - 2 Pieces","FA",2012,"O",2012-09-04,2012-12-21,0.25,50
"DANC181  PO","Dance Repertory","UG12","Y","01","Site Specific Performance","FA",2012,"O",2012-09-04,2012-12-21,0.5,50
"DANC181  PO","Dance Repertory","UG12","Y","02","Repertory: 1 Piece.","FA",2012,"O",2012-09-04,2012-12-21,0.5,25
"DANC181 PPO","Dance Repertory","UG12","Y","01","Site Specific Performance","FA",2012,"O",2012-09-04,2012-12-21,0.25,50
"DANC181 PPO","Dance Repertory","UG12","Y","02","Repertory","FA",2012,"O",2012-09-04,2012-12-21,0.25,25
"DANC190  SC","Senior Seminar in Dance","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,10
"DANC191  SC","Senior Thesis in Dance","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,10
"DANC192  PO","Senior Project","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,99
"DANC193A SC","Production Experience","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,9
"DANC193B SC","Production Experience","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,9
"DANC193C SC","Production Experience","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,9
"DANC193D SC","Production Experience","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,8
"DANC198  SC","Independent Internship","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,35
"DANC199  SC","Independent Study in Dance","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,10
"EA  010  PO","Intro to Environmental Analysis","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,75
"EA  010  PZ","Intro to Environmental Analysis","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"EA  010  PZ","Intro to Environmental Analysis","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"EA  020  PO","Nature, Culture and Society","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"EA  027  PO","Cities by Nature","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"EA  030  PO","Science and the Environment","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"EA  030L KS","Science and the Environment","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"EA  086  PZ","Environmental Justice","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,21
"EA  096  PZ","Hustle & Flow: CA Water Policy","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"EA  100L KS","Global Climate Change","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"EA  102  PO","Community Mapping (CP)","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"EA  131  PZ","Restoring Nature","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,19
"EA  133  PZ","Case Studies Sustainable Blt Env","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"EA  150  PZ","Critical Environmental News","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"EA  172  PO","Crisis Management","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"EA  180  PO","Green Urbanism","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"EA  190  PO","Environmental Seminar","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,99
"EA  191  PO","Thesis in Environmental Analysis","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"EA  191  PO","Thesis in Environmental Analysis","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,0.5,1
"EA  198  KS","Independent Internship","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,35
"EA  199  SC","Indep St: Environmental Analysis","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,35
"ECON050  CM","Principles of Economic Analysis","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,5
"ECON050  CM","Principles of Economic Analysis","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,5
"ECON050  CM","Principles of Economic Analysis","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,5
"ECON050  CM","Principles of Economic Analysis","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,1,5
"ECON050  CM","Principles of Economic Analysis","UG12","Y","05","","FA",2012,"O",2012-09-04,2012-12-21,1,5
"ECON050  CM","Principles of Economic Analysis","UG12","Y","06","","FA",2012,"O",2012-09-04,2012-12-21,1,5
"ECON050  CM","Principles of Economic Analysis","UG12","Y","07","","FA",2012,"O",2012-09-04,2012-12-21,1,5
"ECON050  CM","Principles of Economic Analysis","UG12","Y","08","","FA",2012,"O",2012-09-04,2012-12-21,1,5
"ECON051  PO","Principles: Macroeconomics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"ECON051  PO","Principles: Macroeconomics","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"ECON051  PO","Principles: Macroeconomics","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"ECON051  PO","Principles: Macroeconomics","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"ECON051  PO","Principles: Macroeconomics","UG12","Y","05","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"ECON051  PO","Principles: Macroeconomics","UG12","Y","06","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"ECON051  PZ","Principles of Macroeconomics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"ECON051  SC","Principles of Macroeconomics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"ECON052  PO","Principles: Microeconomics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,32
"ECON052  PO","Principles: Microeconomics","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"ECON052  PO","Principles: Microeconomics","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"ECON052  PZ","Principles of Microeconomics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"ECON052  PZ","Principles of Microeconomics","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"ECON052  SC","Principles of Microeconomics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"ECON057  PO","Economic Statistics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"ECON057  PO","Economic Statistics","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"ECON086  CM","Accounting for Decision Making","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON086  CM","Accounting for Decision Making","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON086  CM","Accounting for Decision Making","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON086  CM","Accounting for Decision Making","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON101  CM","Intermediate Microeconomics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON101  CM","Intermediate Microeconomics","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON101  CM","Intermediate Microeconomics","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON101  CM","Intermediate Microeconomics","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON101  CM","Intermediate Microeconomics","UG12","Y","05","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON101  PO","Macroeconomic Theory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,28
"ECON101  PO","Macroeconomic Theory","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,28
"ECON101  PO","Macroeconomic Theory","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"ECON101  SC","Intermed Microeconomic Theory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ECON102  CM","Intermediate Macroeconomics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON102  CM","Intermediate Macroeconomics","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON102  CM","Intermediate Macroeconomics","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON102  CM","Intermediate Macroeconomics","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON102  CM","Intermediate Macroeconomics","UG12","Y","05","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON102  PO","Microeconomic Theory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"ECON102  SC","Intermed Macroeconomic Theory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"ECON103  CM","History of Economic Thought","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON104  HM","Financial Economics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,300
"ECON105  PZ","Microeconomic Theory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"ECON107  PO","Applied Regression Analysis","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,21
"ECON111  SC","Behavioral Economics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"ECON113  SC","European Economic History","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"ECON120  CM","Statistics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON120  CM","Statistics","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON120  CM","Statistics","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON120  SC","Statistics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"ECON120A PO","Economics through its History","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,12
"ECON121  PO","Economics of Gender & the Family","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,22
"ECON123  PO","International Economics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"ECON124  PO","Wat. Res. Econ. and Mgmt","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"ECON125  CM","Econometrics I","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON125  CM","Econometrics I","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON125  CM","Econometrics I","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON125  PO","Natural Resource Econ & Policy","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"ECON125  PZ","Econometrics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"ECON125  SC","Econometrics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"ECON126  PO","Economic Development","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"ECON127  PO","Environmental Economics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,28
"ECON129  CM","Game Theory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON129  PO","Health Economics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"ECON134  CM","Corporate Finance","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON134  CM","Corporate Finance","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON134  CM","Corporate Finance","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON134B CM","Advanced Corporate Finance","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON135  SC","Monetary and Financial Economics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON136  CM","Derivatives","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON140  CM","The World Economy","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON140  PZ","Development Economics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,22
"ECON141  CM","International Economics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON142  CM","Pol/Econ of Nat Resource Policy","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,9
"ECON144  SC","Economic Development","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"ECON150  CM","Intermediate Accounting I","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON150  CM","Intermediate Accounting I","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON150  PO","Industrial Organization","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"ECON152  CM","Tax Planning","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON153  PO","Urban & Regional Economics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"ECON154  CM","Financial Statement Analysis","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON154  CM","Financial Statement Analysis","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON154  PO","Game Theory for Economists","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"ECON154  PO","Game Theory for Economists","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ECON155  CM","Intermediate Accounting II","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON155  PO","Law and Economics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"ECON156  PO","Security Valutn & Portfolio Thry","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"ECON157  PO","Corporate Finance","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"ECON158  CM","Auditing","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON159  PO","Economics of the Public Sector","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"ECON163  PO","Int'l Macro Policy & Mon Inst","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"ECON167  PO","Econometrics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"ECON180  CM","Seminar in Research Methods","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,20
"ECON180  CM","Seminar in Research Methods","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0.5,20
"ECON182  PZ","Econ History of Globalization","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,22
"ECON184  SC","Behavioral Finance","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"ECON185  PZ","Behavioral Finance","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"ECON186  PZ","Economics of Crime","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"ECON190  SC","Senior Seminar in Economics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"ECON191  CM","Business Law","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON191  CM","Business Law","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"ECON191  SC","Senior Thesis in Economics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,35
"ECON194A CM","Seminar in Investment Management","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,18
