"Course Number","Course Title","Course Catalog Code","Print on Schedule (Y/N)","Section Number","Section Title","Session Code","Year","Section Status","Section Begin Date","Section End Date","Section Credit Hours","Maximum Registration"
"POST107  CH","Latino Politics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"POST140  HM","Global Environmental Politics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,40
"POST141  PZ","International Political Economy","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"POST143  PZ","Global Governance","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"POST150  PZ","Hist of Political Phil-Ancient","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"POST180  PZ","Secularism and Public Opinion","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"POST195  PZ","Senior Seminar: Tech & Politics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"POST198  PZ","Scholar in Residence Seminar","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"PPA 001  PO","Intro to Public Policy Analysis","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"PPA 190  PO","Internship and Thesis Seminar","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"PPA 195  PO","Internship in Public Affairs","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"PPE 110A CM","Economics Seminar","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,13
"PPE 110B CM","Economics Tutorial","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,13
"PPE 160  PO","Freedom, Markets, & Well-Being","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"PPE 190  PO","Senior Seminar","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"PPE 195  PO","Philo/Politics/Econ Sr Exercise","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"PPE 195  PO","Philo/Politics/Econ Sr Exercise","UG12","Y","02","PPE Senior Exercise: Philosophy","FA",2012,"O",2012-09-04,2012-12-21,1,15
"PPE 195  PO","Philo/Politics/Econ Sr Exercise","UG12","Y","03","PPE Senior Exercise: Politics","FA",2012,"O",2012-09-04,2012-12-21,1,15
"PSYC010  PZ","Introduction to Psychology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"PSYC010  PZ","Introduction to Psychology","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,35
"PSYC010  PZ","Introduction to Psychology","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,35
"PSYC010  PZ","Introduction to Psychology","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,1,36
"PSYC030  CM","Introduction to Psychology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,9
"PSYC030  CM","Introduction to Psychology","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,9
"PSYC030  CM","Introduction to Psychology","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,9
"PSYC030  CM","Introduction to Psychology","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,1,9
"PSYC030  CM","Introduction to Psychology","UG12","Y","05","","FA",2012,"O",2012-09-04,2012-12-21,1,9
"PSYC030  CM","Introduction to Psychology","UG12","Y","06","","FA",2012,"O",2012-09-04,2012-12-21,1,9
"PSYC030  CM","Introduction to Psychology","UG12","Y","07","","FA",2012,"O",2012-09-04,2012-12-21,1,9
"PSYC037  CM","Organizational Psychology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"PSYC037  CM","Organizational Psychology","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"PSYC037  CM","Organizational Psychology","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"PSYC037  CM","Organizational Psychology","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"PSYC040  CM","Cognitive Psychology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"PSYC051  PO","Psych Approaches Study of People","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"PSYC051  PO","Psych Approaches Study of People","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"PSYC051  PO","Psych Approaches Study of People","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"PSYC052  SC","Introduction to Psychology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"PSYC053  HM","Introduction to Psychology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,35
"PSYC065  CM","Behavioral Psychology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"PSYC081  CM","Developmental Psychology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"PSYC084  CH","Psychology of the Chicano/a","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"PSYC091  PZ","Psychological Statistics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"PSYC091L PZ","Pyschological Statistics Lab","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,12
"PSYC091L PZ","Pyschological Statistics Lab","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0,12
"PSYC092  CM","Social Psychology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"PSYC092  PZ","Research Methods","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"PSYC097  CM","Sensation and Perception","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"PSYC101  PZ","Brain and Behavior","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"PSYC103  SC","Psychological Statistics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"PSYC103  SC","Psychological Statistics","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"PSYC103L SC","Psych Statistics Lab","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,30
"PSYC103L SC","Psych Statistics Lab","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0,30
"PSYC104  PZ","Experimental Social Psychology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"PSYC104  SC","Research Design in Psychology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"PSYC104L SC","Research Design in Psyc Lab","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,25
"PSYC105  PZ","Child Development","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,28
"PSYC105  SC","Personality","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,28
"PSYC107  CM","Neuroeconomics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"PSYC107  PZ","Theories of Personality","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,32
"PSYC108  PO","Child Development","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,28
"PSYC109  CM","Intro to Stats for Psychologists","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"PSYC110  CM","Research Methods","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"PSYC110  SC","Child Development","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"PSYC111L CM","Research Methods Practicum","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,12
"PSYC111L CM","Research Methods Practicum","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,12
"PSYC119  CM","Sem:Clinical Research/Assesment","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,12
"PSYC121  PZ","Cognitive Science","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"PSYC122  SC","Cognitive Psychology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,22
"PSYC122L SC","Cognitive Psychology Laboratory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,16
"PSYC126  PZ","Psychology of Music","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"PSYC128  SC","Abnormal Psychology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"PSYC129  SC","Social Neuroscience","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"PSYC130  SC","Emotion:Persp Exp Psyc & Neuro","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"PSYC131  CM","Special Topics in Psychology","UG12","Y","01","Positive Psychology","FA",2012,"O",2012-09-04,2012-12-21,1,15
"PSYC131  PO","Abnormal Psychology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"PSYC140  CM","Leadership","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"PSYC143  PO","Neuropsychology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"PSYC143 LPO","Lab, Neuropsychology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,20
"PSYC144  SC","Structural Equation Modeling","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,12
"PSYC145  CM","Psychology of Morality","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"PSYC148  PZ","Neuropharmacology and Behavior","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"PSYC150  AF","Psych of the Black Experience","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,19
"PSYC150  HM","Psych of Close Relationships","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,35
"PSYC152  SC","Cultural Psychology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"PSYC153  AA","Asian American Psychology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"PSYC154  PO","Social Psychology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"PSYC155  CM","Eth Minority Psyc & Mental Hlth","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"PSYC156  SC","Native American Psychology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"PSYC157  PO","Research Design/Methodlgy w/Lab","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"PSYC157  SC","Psych of the Black Woman","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"PSYC157 LPO","Lab, Research Design & Method","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,24
"PSYC158  PO","Intro Stats for Psych w/ lab","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"PSYC158 LPO","Lab, Intro Statistics for Psych","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,25
"PSYC160  PO","Perception & Cognition","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,40
"PSYC160  PO","Perception & Cognition","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,36
"PSYC162  PO","Memory & Language w/Lab","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"PSYC162  SC","Psychology and Law","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"PSYC162 LPO","Lab, Memory & Language","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,24
"PSYC162L SC","Psychology and Law Lab","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"PSYC165  CM","Critical Thinking","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"PSYC168  SC","Social Psychology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"PSYC168L SC","Social Psychology Lab","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,18
"PSYC169  SC","Topics: Stereotyping & Prejudice","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"PSYC176  PO","Psychology of Health & Medicine","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"PSYC177  CM","Organiz Communication/Leadership","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"PSYC180A PO","Sem: Social/Emotional Developmnt","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"PSYC180B PO","Sem: Clinical Psychology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"PSYC180D PO","Fieldwork in Clinical Psychology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"PSYC180H PO","Sem: Consciousness & Cognition","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"PSYC180J PO","Seminar: Language, Memory, Brain","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"PSYC180W PO","Biol Basis of Psychopathology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"PSYC185  PO","Psych: History, Science, Applic","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,22
"PSYC188  AF","Seminar in African American Psyc","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"PSYC189  PZ","Seminar: Ethical Issues in Psych","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"PSYC190  PZ","History and Systems in Psych","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"PSYC191  SC","Senior Thesis in Psychology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"PSYC191  SC","Senior Thesis in Psychology","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"PSYC191H SC","Honors Sr Thesis in Psychology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,35
"PSYC195  PZ","Seminar in Emotional Development","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"PSYC198  CM","Psych Senior Research Seminar","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0,18
"PSYC198  SC","Independent Internship","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,5
"PSYC199  SC","Independent Study in Psychology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,10
"RLIT191  PO","Senior Thesis in Romance Lit","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"RLST010  CM","Intro to South Asian Religions","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,14
"RLST010  CM","Intro to South Asian Religions","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,14
"RLST016  PO","Life-Story of the Buddha","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"RLST020  PO","Biblical Heritage","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"RLST022  CM","Intro Western Relig Traditions","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"RLST022  CM","Intro Western Relig Traditions","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"RLST040  PO","Religious Ethics","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"RLST042  PO","The Art of Living","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"RLST043  CM","Intro to Religious Thought","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"RLST061  SC","New Testament Christian Origins","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"RLST080  PO","The Holy Fool:Comic/Ugly/Madness","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"RLST092  SC","Varieties of Early Christianity","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"RLST100  PO","Worlds of Buddhism","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"RLST101A CM","Sanskrit & Indian Epics I","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,10
"RLST103  PO","Religious Traditions of China","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,22
"RLST107  PO","Modern Chinese Buddhism","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"RLST128  PO","The Religion of Islam","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,40
"RLST132  PO","Messiahs and the Millennium","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,35
"RLST135  CM","Jerusalem: The Holy City","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"RLST136  CM","Religion in Contemporary America","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"RLST137  CM","Jewish-Christian Relations","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,17
"RLST139  PO","Benjamin, Levinas, Derrida","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,99
"RLST140  PO","Idea of God","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"RLST142  AF","Prob of Evil: Afr-Amer Engagmnts","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"RLST148  PO","Sufism","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"RLST155  PO","Religion, Ethics, & Soc Practice","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"RLST157  PO","Post-Holocaust Philosophy","UG12","Y","01","Holocaust&Post-Holocaust Respns","FA",2012,"O",2012-09-04,2012-12-21,1,20
"RLST158  PO","Jewish Mysticism","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"RLST162  PO","Modern Jewish Philosophy","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"RLST164  PO","Women in Islamic Traditions","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,40
"RLST170  SC","Womn+Relgn in Greco-Roman Antiq","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"RLST172  PO","The Bible goes to Hollywood","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"RLST177  PO","Gender and Religion","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"RLST178  PO","The Modern Jewish Experience","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"RLST179A HM","Spec Topic in Religious Studies: Comprehending Religion","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,20
"RLST179B HM","Spec Topic in Religious Studies: 2012 Prophecy, Apocalypse","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,20
"RLST190  PO","Senior Seminar","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"RLST191  PO","Senior Thesis","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"RLST191  PO","Senior Thesis","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"RLST191  PO","Senior Thesis","UG12","Y","06","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"RLST191  PO","Senior Thesis","UG12","Y","08","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"RLST191  PO","Senior Thesis","UG12","Y","12","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"RLST191  SC","Senior Thesis: Religious Studies","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,5
"RLST199  SC","Independ St: Religious Studies","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,10
"RUSS001  PO","Elementary Russian","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"RUSS011  PO","Russian Conversation, Intermed","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,15
"RUSS013  PO","Russian Conversation, Advanced","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,15
"RUSS033  PO","Intermediate Russian","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,12
"RUSS181  PO","Readings in Modern Russian Lit","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"RUSS182  PO","Post-Soviet Russian Culture","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"RUSS183  PO","Russian Comedy in Film & Fiction","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"RUSS186  PO","Animated Russia: Cartoons","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"RUSS191  PO","Senior Thesis in Russian","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,12
"RUSS191  PO","Senior Thesis in Russian","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0.5,12
"RUSS191  PO","Senior Thesis in Russian","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,12
"RUSS191  PO","Senior Thesis in Russian","UG12","Y","04","","FA",2012,"O",2012-09-04,2012-12-21,1,12
"RUSS191  PO","Senior Thesis in Russian","UG12","Y","05","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"RUSS191  PO","Senior Thesis in Russian","UG12","Y","06","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"RUSS193  PO","Comprehensive Exams in Russian","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.5,12
"RUST079  PO","Short Fiction by Russian Masters","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"RUST080  PO","The Great Utopia: 20thC Russ Lit","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"RUST111  PO","Russian Cinema","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"RUST175  PO","Russia: Empire & Ethnicity","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"SOC 001  PZ","Sociology & View of the World","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"SOC 001  PZ","Sociology & View of the World","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,40
"SOC 009  PZ","Food, Culture, Power","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,0
"SOC 030  CH","Chicanos/as Contemp Society CP","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SOC 035  PZ","Race and Ethnic Relations","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,25
"SOC 051  PO","Introduction to Sociology","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SOC 051  PO","Introduction to Sociology","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,19
"SOC 051  PO","Introduction to Sociology","UG12","Y","03","","FA",2012,"O",2012-09-04,2012-12-21,1,19
"SOC 055  PO","Population & the Environment","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,30
"SOC 055  PZ","Juvenile Delinquency","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,12
"SOC 088  PZ","Hip Hop & Incarceration","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,8
"SOC 102  PO","Qualitative Research Methods","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,19
"SOC 102  PZ","Qualitative Research Methods","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SOC 110  PZ","Classical Sociological Theory","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"SOC 111  PZ","Social Movements & Social Change","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"SOC 114  CH","LA Communities:Trans/Ineq/Actvsm","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SOC 114  PO","LA Communities:Trans/Ineq/Actvsm","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"SOC 116  PO","American Families","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SOC 120  PZ","Sexual Politics & Movements","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,24
"SOC 122  PZ","Sociology of Health & Medicine","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"SOC 124  AF","Race, Place & Space","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SOC 125  PO","Power, Politics and Society","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,16
"SOC 126  AA","Immigration & Second Generation","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SOC 130  PO","Sociology of Violence","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,19
"SOC 148  PO","Sociology of Emotions","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,20
"SOC 150  CH","Chicanos/Latinos and Education","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SOC 154  PO","Hist/Devel Sociological Thry I","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,19
"SOC 157  PZ","Men & Women in American Society","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SOC 179A HM","Special Topics in Sociology: Society, Space, and Environment","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,21
"SOC 189N PO","Sociology of Consumption","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,19
"SOC 189O PO","Gender and Embodiment","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,19
"SOC 189Q AF","Race, Class and Education","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,15
"SOC 190  PO","Senior Seminar","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,19
"SOC 191  PO","Senior Thesis","UG12","Y","08","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"SOC 191  PO","Senior Thesis","UG12","Y","12","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"SOC 191  PO","Senior Thesis","UG12","Y","16","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"SOC 191  PO","Senior Thesis","UG12","Y","20","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"SOC 191  PO","Senior Thesis","UG12","Y","24","","FA",2012,"O",2012-09-04,2012-12-21,0.5,15
"SOSC147  HM","Enterprise and Entrepreneurs","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,3,20
"SPAN001  CM","Introductory Spanish","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,9
"SPAN001  CM","Introductory Spanish","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,9
"SPAN001  PO","Elementary Spanish","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN001  PZ","Introductory Spanish","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN001  PZ","Introductory Spanish","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,1,18
"SPAN011  PO","Spanish Conversation, Intermed","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,15
"SPAN011  PO","Spanish Conversation, Intermed","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0.25,15
"SPAN013  PO","Spanish Conversation, Advanced","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,0.25,15
"SPAN013  PO","Spanish Conversation, Advanced","UG12","Y","02","","FA",2012,"O",2012-09-04,2012-12-21,0.25,15
"SPAN022  CM","Intensive Introductory Spanish","UG12","Y","01","","FA",2012,"O",2012-09-04,2012-12-21,1,18
